,chemical formula,production info,compound space group,unit cell volume,lattice parameters,lattice angles,atomic positions,crystal info,unit cell spin polarization,atomic spin specie,saturation magnetization,magnetization temperature,magnetization info,magnetocrystalline anisotropy energy,anisotropy energy type,magnetocrystalline anisotropy constants,kind of anisotropy,anisotropy info,exchange integrals,exchange info,magnetic order,curie temperature,curie temperature info,anisotropy field,remanence,coercivity,energy product,hysteresis info,domain wall width,domain wall info,exchange stiffness,exchange stiffness info
269,Fe4N1,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",12,52.288889,"[9.1957, 2.8117900000000002, 4.353]","[90.0, 111.69819, 90.0]","['Fe1(4i)', 0.37518, 0.0, 0.09724000000000001, 'Fe2(4i)', 0.86238, 0.0, 0.5629500000000001, 'N1(2a)', 0.0, 0.0, 0.0]","software VASP, k-points mesh 10x15x15, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, N:PAW_PBE:08Apr2002, Pressure=0.0 kbar,temperature=0K",8.727,"['1 Fe', 2.165, '2 Fe', 2.165, '3 Fe', 2.245, '4 Fe', 2.245, '5 N', -0.091]",1.944,0.0,"software VASP, k-points mesh 10x15x15, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, N:PAW_PBE:08Apr2002, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
270,Fe4N1,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",10,52.821855,"[2.65038, 3.93244, 5.15413]","[90.0, 100.48498, 90.0]","['Fe1(2m)', 0.5848500000000001, 0.0, 0.27151000000000003, 'Fe2(1b)', 0.0, 0.5, 0.0, 'Fe3(1f)', 0.0, 0.5, 0.5, 'N1(1a)', 0.0, 0.0, 0.0]","software VASP, k-points mesh 8x15x10, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, N:PAW_PBE:08Apr2002, Pressure=0.0 kbar,temperature=0K",9.315,"['1 Fe', 2.075, '2 Fe', 2.075, '3 Fe', 2.362, '4 Fe', 2.8449999999999998, '5 N', -0.041]",2.054,0.0,"software VASP, k-points mesh 8x15x10, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, N:PAW_PBE:08Apr2002, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
271,Fe4N1,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",65,52.150897,"[5.65233, 6.65574, 2.77248]","[90.0, 90.0, 90.0]","['Fe1(4h)', 0.7589600000000001, 0.0, 0.5, 'Fe2(4i)', 0.0, 0.28242, 0.0, 'N1(2a)', 0.0, 0.0, 0.0]","software VASP, k-points mesh 9x9x14, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, N:PAW_PBE:08Apr2002, Pressure=0.0 kbar,temperature=0K",8.707,"['1 Fe', 2.062, '2 Fe', 2.062, '3 Fe', 2.33, '4 Fe', 2.33, '5 N', -0.076]",1.945,0.0,"software VASP, k-points mesh 9x9x14, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, N:PAW_PBE:08Apr2002, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
272,Fe4N1,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",10,51.767519,"[4.2799, 2.67492, 4.52183]","[90.0, 90.10484, 90.0]","['Fe1(2m)', 0.73772, 0.0, 0.6601300000000001, 'Fe2(2n)', 0.7406200000000001, 0.5, 0.17586000000000002, 'N1(1a)', 0.0, 0.0, 0.0]","software VASP, k-points mesh 9x9x15, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, N:PAW_PBE:08Apr2002, Pressure=0.0 kbar,temperature=0K",8.345,"['1 Fe', 2.253, '2 Fe', 2.253, '3 Fe', 1.953, '4 Fe', 1.953, '5 N', -0.067]",1.8780000000000001,0.0,"software VASP, k-points mesh 9x9x15, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, N:PAW_PBE:08Apr2002, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
273,Fe8N2,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",139,104.674502,"[3.76335, 3.76335, 7.39081]","[90.0, 90.0, 90.0]","['Fe1(4c)', 0.0, 0.5, 0.0, 'Fe2(4e)', 0.0, 0.0, 0.25821, 'N1(2a)', 0.0, 0.0, 0.0]","software VASP, k-points mesh 11x11x5, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, N:PAW_PBE:08Apr2002, Pressure=0.0 kbar,temperature=0K",17.411,"['1 Fe', 1.9, '2 Fe', 1.851, '3 Fe', 1.9, '4 Fe', 1.851, '5 Fe', 2.496, '6 Fe', 2.496, '7 Fe', 2.496, '8 Fe', 2.496, '9 N', -0.037, '10 N', -0.037]",1.937,0.0,"software VASP, k-points mesh 11x11x5, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, N:PAW_PBE:08Apr2002, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
274,Fe4N1,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",2,52.460131,"[2.65577, 4.27496, 4.66061]","[92.84554, 95.46785, 93.99581]","['Fe1(2i)', 0.48966000000000004, 0.7393700000000001, 0.15767, 'Fe2(2i)', -0.0882, 0.7384900000000001, 0.6414000000000001, 'N1(1a)', 0.0, 0.0, 0.0]","software VASP, k-points mesh 15x9x9, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, N:PAW_PBE:08Apr2002, Pressure=0.0 kbar,temperature=0K",8.837,"['1 Fe', 2.018, '2 Fe', 2.018, '3 Fe', 2.438, '4 Fe', 2.438, '5 N', -0.074]",1.962,0.0,"software VASP, k-points mesh 15x9x9, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, N:PAW_PBE:08Apr2002, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
275,Fe4N1,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",221,54.324768,"[3.78733, 3.78733, 3.78733]","[90.0, 90.0, 90.0]","['Fe1(1b)', 0.5, 0.5, 0.5, 'Fe2(3d)', 0.5, 0.0, 0.0, 'N1(1a)', 0.0, 0.0, 0.0]","software VASP, k-points mesh 11x11x11, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, N:PAW_PBE:08Apr2002, Pressure=0.0 kbar,temperature=0K",10.0,"['1 Fe', 2.973, '2 Fe', 2.363, '3 Fe', 2.339, '4 Fe', 2.303, '5 N', 0.021]",2.144,0.0,"software VASP, k-points mesh 11x11x11, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, N:PAW_PBE:08Apr2002, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
276,Fe6N3,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",6,93.352696,"[3.51023, 3.75171, 7.24672]","[90.0, 101.99003, 90.0]","['Fe1(1a)', 0.28667000000000004, 0.0, 0.41729000000000005, 'Fe2(1b)', 0.46116, 0.5, 0.67425, 'Fe3(1a)', 0.02603, 0.0, 0.75312, 'Fe4(1b)', 0.7337600000000001, 0.5, 0.33703000000000005, 'Fe5(1a)', 0.5343, 0.0, 0.08514000000000001, 'Fe6(1b)', 0.036230000000000005, 0.5, 0.004770000000000001, 'N1(1a)', 0.48223000000000005, 0.0, 0.6692800000000001, 'N2(1a)', 0.74897, 0.0, 0.33567, 'N3(1a)', 0.00412, 0.0, 0.00037000000000000005]","software VASP, k-points mesh 6x12x11, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, N:PAW_PBE:08Apr2002, Pressure=0.0 kbar,temperature=0K",9.042,"['1 Fe', 0.849, '2 Fe', 2.254, '3 Fe', 0.776, '4 Fe', 2.286, '5 Fe', 0.836, '6 Fe', 2.231, '7 N', -0.062, '8 N', -0.064, '9 N', -0.064]",1.1280000000000001,0.0,"software VASP, k-points mesh 6x12x11, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, N:PAW_PBE:08Apr2002, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
277,Fe12N6,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",25,173.379402,"[3.8096200000000002, 3.88825, 11.70473]","[90.0, 90.0, 90.0]","['Fe1(1b)', 0.0, 0.5, 2e-05, 'Fe2(1d)', 0.5, 0.5, 0.5000100000000001, 'Fe3(1d)', 0.5, 0.5, 0.8304300000000001, 'Fe4(1d)', 0.5, 0.5, 0.16958, 'Fe5(1b)', 0.0, 0.5, 0.33043, 'Fe6(1b)', 0.0, 0.5, 0.6695700000000001, 'Fe7(1c)', 0.5, 0.0, 0.33275000000000005, 'Fe8(1c)', 0.5, 0.0, 0.6670900000000001, 'Fe9(1a)', 0.0, 0.0, 0.8327500000000001, 'Fe10(1a)', 0.0, 0.0, 0.16712000000000002, 'Fe11(1c)', 0.5, 0.0, -0.00032, 'Fe12(1a)', 0.0, 0.0, 0.49997, 'N1(1d)', 0.5, 0.5, -3.0000000000000004e-05, 'N2(1b)', 0.0, 0.5, 0.49999000000000005, 'N3(1c)', 0.5, 0.0, 0.83362, 'N4(1c)', 0.5, 0.0, 0.16618000000000002, 'N5(1a)', 0.0, 0.0, 0.33370000000000005, 'N6(1a)', 0.0, 0.0, 0.6662600000000001]","software VASP, k-points mesh 10x10x3, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, N:PAW_PBE:08Apr2002, Pressure=0.0 kbar,temperature=0K",24.687,"['1 Fe', 2.169, '2 Fe', 2.169, '3 Fe', 2.124, '4 Fe', 2.127, '5 Fe', 2.125, '6 Fe', 2.125, '7 Fe', 1.984, '8 Fe', 1.986, '9 Fe', 1.984, '10 Fe', 1.986, '11 Fe', 1.912, '12 Fe', 1.912, '13 N', -0.011, '14 N', -0.011, '15 N', 0.027, '16 N', 0.027, '17 N', 0.027, '18 N', 0.027]",1.659,0.0,"software VASP, k-points mesh 10x10x3, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, N:PAW_PBE:08Apr2002, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
278,Fe6N3,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",162,83.823613,"[4.73604, 4.73604, 4.31523]","[90.0, 90.0, 120.0]","['Fe1(6k)', 0.33069000000000004, 0.0, 0.25179, 'N1(1a)', 0.0, 0.0, 0.0, 'N2(2d)', 0.33333, 0.6666700000000001, 0.5]","software VASP, k-points mesh 10x10x9, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, N:PAW_PBE:08Apr2002, Pressure=0.0 kbar,temperature=0K",8.924,"['1 Fe', 1.557, '2 Fe', 1.564, '3 Fe', 1.444, '4 Fe', 1.444, '5 Fe', 1.557, '6 Fe', 1.564, '7 N', -0.066, '8 N', -0.069, '9 N', -0.069]",1.24,0.0,"software VASP, k-points mesh 10x10x9, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, N:PAW_PBE:08Apr2002, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
279,Fe6N3,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",8,93.400193,"[8.69976, 3.64837, 5.95204]","[90.0, 98.58561, 90.0]","['Fe1(2a)', -0.07442, 0.0, 0.28231, 'Fe2(2a)', 0.20020000000000002, 0.0, 0.13246000000000002, 'Fe3(2a)', 0.8153900000000001, 0.0, 0.84077, 'Fe4(2a)', 0.32971, 0.0, 0.5498500000000001, 'Fe5(2a)', 0.63141, 0.0, 0.42566000000000004, 'Fe6(2a)', 0.07041, 0.0, 0.70518, 'N1(2a)', 0.41330000000000006, 0.0, 0.29214, 'N2(2a)', 0.27266, 0.0, 0.84716, 'N3(2a)', -4e-05, 0.0, -0.00043000000000000004]","software VASP, k-points mesh 7x12x12, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, N:PAW_PBE:08Apr2002, Pressure=0.0 kbar,temperature=0K",7.663,"['1 Fe', 0.903, '2 Fe', 1.772, '3 Fe', -1.102, '4 Fe', 1.441, '5 Fe', 2.65, '6 Fe', 2.171, '7 N', -0.056, '8 N', -0.031, '9 N', -0.085]",0.9560000000000001,0.0,"software VASP, k-points mesh 7x12x12, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, N:PAW_PBE:08Apr2002, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
280,Fe6N3,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",155,95.603002,"[5.36088, 5.36088, 11.52364]","[90.0, 90.0, 120.0]","['Fe1(9d)', 0.34735000000000005, 0.0, 0.0, 'Fe2(9e)', 0.63058, 0.0, 0.5, 'N1(9e)', 0.28898, 0.0, 0.5]","software VASP, k-points mesh 9x9x9, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, N:PAW_PBE:08Apr2002, Pressure=0.0 kbar,temperature=0K",10.774000000000001,"['1 Fe', 2.508, '2 Fe', 2.508, '3 Fe', 2.508, '4 Fe', 1.137, '5 Fe', 1.1360000000000001, '6 Fe', 1.137, '7 N', -0.053, '8 N', -0.053, '9 N', -0.053]",1.313,0.0,"software VASP, k-points mesh 9x9x9, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, N:PAW_PBE:08Apr2002, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
281,Fe6N3,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",8,86.171324,"[9.37366, 2.68642, 8.05135]","[90.0, 121.78372, 90.0]","['Fe1(2a)', 0.45222, 0.0, 0.16272, 'Fe2(2a)', 0.7635400000000001, 0.0, 0.83355, 'Fe3(2a)', 0.67247, 0.0, 0.07815000000000001, 'Fe4(2a)', 0.23599000000000003, 0.0, 0.51124, 'Fe5(2a)', 0.0058000000000000005, 0.0, 0.76924, 'Fe6(2a)', -0.07672000000000001, 0.0, 0.41671, 'N1(2a)', 0.13497, 0.0, 0.6540800000000001, 'N2(2a)', 0.6999700000000001, 0.0, 0.33602000000000004, 'N3(2a)', 0.00023, 0.0, 0.00044]","software VASP, k-points mesh 6x16x16, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, N:PAW_PBE:08Apr2002, Pressure=0.0 kbar,temperature=0K",9.287,"['1 Fe', 2.211, '2 Fe', 1.032, '3 Fe', 1.316, '4 Fe', 0.9470000000000001, '5 Fe', 2.038, '6 Fe', 1.9769999999999999, '7 N', -0.074, '8 N', -0.077, '9 N', -0.083]",1.255,0.0,"software VASP, k-points mesh 6x16x16, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, N:PAW_PBE:08Apr2002, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
282,Fe2N1,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",38,32.839273,"[3.77707, 3.13221, 5.55159]","[90.0, 90.0, 90.0]","['Fe1(2a)', 0.0, 0.0, 0.6708900000000001, 'Fe2(2b)', 0.5, 0.0, 0.00093, 'N1(2a)', 0.0, 0.0, 0.00109]","software VASP, k-points mesh 11x15x15, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, N:PAW_PBE:08Apr2002, Pressure=0.0 kbar,temperature=0K",3.674,"['1 Fe', 1.395, '2 Fe', 2.345, '3 N', -0.066]",1.303,0.0,"software VASP, k-points mesh 11x15x15, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, N:PAW_PBE:08Apr2002, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
283,Fe2N1,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",42,27.584222,"[9.03339, 2.68858, 4.54304]","[90.0, 90.0, 90.0]","['Fe1(8d)', 0.86536, 0.0, 0.33204, 'N1(4a)', 0.0, 0.0, -0.00021]","software VASP, k-points mesh 18x18x18, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, N:PAW_PBE:08Apr2002, Pressure=0.0 kbar,temperature=0K",3.205,"['1 Fe', 1.642, '2 Fe', 1.673, '3 N', -0.109]",1.353,0.0,"software VASP, k-points mesh 18x18x18, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, N:PAW_PBE:08Apr2002, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
284,Fe2N1,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",38,31.273955,"[3.75839, 3.51978, 4.72819]","[90.0, 90.0, 90.0]","['Fe1(2b)', 0.5, 0.0, 0.009340000000000001, 'Fe2(2a)', 0.0, 0.0, 0.62055, 'N1(2a)', 0.0, 0.0, 0.00117]","software VASP, k-points mesh 11x14x14, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, N:PAW_PBE:08Apr2002, Pressure=0.0 kbar,temperature=0K",3.032,"['1 Fe', 2.27, '2 Fe', 0.8260000000000001, '3 N', -0.064]",1.129,0.0,"software VASP, k-points mesh 11x14x14, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, N:PAW_PBE:08Apr2002, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
285,Fe2N1,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",187,32.815132,"[3.16727, 3.16727, 3.77722]","[90.0, 90.0, 120.0]","['Fe1(1b)', 0.0, 0.0, 0.5, 'Fe2(1c)', 0.33333, 0.6666700000000001, 0.0, 'N1(1a)', 0.0, 0.0, 0.0]","software VASP, k-points mesh 15x15x11, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, N:PAW_PBE:08Apr2002, Pressure=0.0 kbar,temperature=0K",3.675,"['1 Fe', 2.345, '2 Fe', 1.395, '3 N', -0.065]",1.304,0.0,"software VASP, k-points mesh 15x15x11, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, N:PAW_PBE:08Apr2002, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
286,Fe2N1,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",160,27.279102,"[2.65076, 2.65076, 13.44871]","[90.0, 90.0, 120.0]","['Fe1(3a)', 0.0, 0.0, 0.23743000000000003, 'Fe2(3a)', 0.0, 0.0, 0.41959, 'N1(3a)', 0.0, 0.0, 1e-05]","software VASP, k-points mesh 18x18x18, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, N:PAW_PBE:08Apr2002, Pressure=0.0 kbar,temperature=0K",3.119,"['1 Fe', 1.935, '2 Fe', 1.27, '3 N', -0.08600000000000001]",1.332,0.0,"software VASP, k-points mesh 18x18x18, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, N:PAW_PBE:08Apr2002, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
287,Fe6N3,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",6,93.950915,"[2.94929, 3.75843, 8.48244]","[90.0, 92.27879, 90.0]","['Fe1(1a)', 0.08257, 0.0, 0.5340400000000001, 'Fe2(1b)', 0.27897, 0.5, 0.33202000000000004, 'Fe3(1a)', 0.7634900000000001, 0.0, 0.20131000000000002, 'Fe4(1b)', 0.60028, 0.5, 0.66281, 'Fe5(1a)', 0.47455, 0.0, 0.8734900000000001, 'Fe6(1b)', -0.00935, 0.5, 0.0008, 'N1(1a)', 0.26713000000000003, 0.0, 0.32866, 'N2(1a)', 0.58691, 0.0, 0.6604300000000001, 'N3(1a)', -0.020130000000000002, 0.0, -0.0009800000000000002]","software VASP, k-points mesh 5x14x11, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, N:PAW_PBE:08Apr2002, Pressure=0.0 kbar,temperature=0K",9.147,"['1 Fe', 0.741, '2 Fe', 2.259, '3 Fe', 0.88, '4 Fe', 2.302, '5 Fe', 0.911, '6 Fe', 2.247, '7 N', -0.063, '8 N', -0.063, '9 N', -0.067]",1.134,0.0,"software VASP, k-points mesh 5x14x11, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, N:PAW_PBE:08Apr2002, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
288,Fe6N3,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",189,95.566847,"[5.36792, 5.36792, 3.8297]","[90.0, 90.0, 120.0]","['Fe1(3g)', 0.30557, 0.0, 0.5, 'Fe2(3f)', 0.62816, 0.0, 0.0, 'N1(3f)', 0.28887, 0.0, 0.0]","software VASP, k-points mesh 9x9x10, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, N:PAW_PBE:08Apr2002, Pressure=0.0 kbar,temperature=0K",10.95,"['1 Fe', 2.469, '2 Fe', 2.4939999999999998, '3 Fe', 2.471, '4 Fe', 1.199, '5 Fe', 1.232, '6 Fe', 1.241, '7 N', -0.052000000000000005, '8 N', -0.064, '9 N', -0.04]",1.335,0.0,"software VASP, k-points mesh 9x9x10, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, N:PAW_PBE:08Apr2002, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
289,Fe2N1,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",123,29.11731,"[2.77724, 2.77724, 3.77507]","[90.0, 90.0, 90.0]","['Fe1(1c)', 0.5, 0.5, 0.0, 'Fe2(1b)', 0.0, 0.0, 0.5, 'N1(1a)', 0.0, 0.0, 0.0]","software VASP, k-points mesh 14x14x11, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, N:PAW_PBE:08Apr2002, Pressure=0.0 kbar,temperature=0K",4.275,"['1 Fe', 2.027, '2 Fe', 2.224, '3 N', 0.024]",1.71,0.0,"software VASP, k-points mesh 14x14x11, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, N:PAW_PBE:08Apr2002, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
290,Fe5C1,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",12,64.007195,"[12.26647, 3.98002, 2.62297]","[90.0, 91.45186, 90.0]","['Fe1(4i)', 0.7025800000000001, 0.0, 0.8195800000000001, 'Fe2(2b)', 0.0, 0.5, 0.0, 'Fe3(4i)', 0.10983000000000001, 0.0, 0.5007, 'C1(2a)', 0.0, 0.0, 0.0]","software VASP, k-points mesh 15x11x11, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, C:PAW_PBE:08Apr2002, Pressure=0.0 kbar,temperature=0K",10.794,"['1 Fe', 2.645, '2 Fe', 2.645, '3 Fe', 2.326, '4 Fe', 1.653, '5 Fe', 1.653, '6 C', -0.128]",1.964,0.0,"software VASP, k-points mesh 15x11x11, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, C:PAW_PBE:08Apr2002, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
291,Fe5C1,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",12,63.324721,"[4.31015, 2.82049, 10.4986]","[90.0, 97.10123, 90.0]","['Fe1(4i)', 0.6172300000000001, 0.0, 0.88814, 'Fe2(4i)', 0.058480000000000004, 0.0, 0.6921, 'Fe3(2d)', 0.0, 0.5, 0.5, 'C1(2a)', 0.0, 0.0, 0.0]","software VASP, k-points mesh 4x17x17, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, C:PAW_PBE:08Apr2002, Pressure=0.0 kbar,temperature=0K",10.519,"['1 Fe', 1.459, '2 Fe', 1.459, '3 Fe', 2.593, '4 Fe', 2.593, '5 Fe', 2.532, '6 C', -0.11800000000000001]",1.935,0.0,"software VASP, k-points mesh 4x17x17, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, C:PAW_PBE:08Apr2002, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
292,Fe5C1,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",38,61.722975,"[2.73017, 2.80537, 16.11749]","[90.0, 90.0, 90.0]","['Fe1(2b)', 0.5, 0.0, -0.08848, 'Fe2(2b)', 0.5, 0.0, 0.72562, 'Fe3(2b)', 0.5, 0.0, 0.5395500000000001, 'Fe4(2a)', 0.0, 0.0, 0.13538, 'Fe5(2a)', 0.0, 0.0, 0.3164, 'C1(2a)', 0.0, 0.0, 0.00011]","software VASP, k-points mesh 15x14x14, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, C:PAW_PBE:08Apr2002, Pressure=0.0 kbar,temperature=0K",10.43,"['1 Fe', 1.693, '2 Fe', 2.344, '3 Fe', 1.703, '4 Fe', 2.36, '5 Fe', 2.451, '6 C', -0.121]",1.968,0.0,"software VASP, k-points mesh 15x14x14, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, C:PAW_PBE:08Apr2002, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
293,Fe10C2,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",87,127.403786,"[5.76387, 5.76387, 3.8349]","[90.0, 90.0, 90.0]","['Fe1(2a)', 0.0, 0.0, 0.0, 'Fe2(8h)', 0.18862, 0.6050800000000001, 0.0, 'C1(2b)', 0.0, 0.0, 0.5]","software VASP, k-points mesh 7x7x10, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, C:PAW_PBE:08Apr2002, Pressure=0.0 kbar,temperature=0K",21.255,"['1 Fe', 1.9809999999999999, '2 Fe', 1.9809999999999999, '3 Fe', 2.215, '4 Fe', 2.215, '5 Fe', 2.188, '6 Fe', 2.188, '7 Fe', 2.215, '8 Fe', 2.215, '9 Fe', 2.188, '10 Fe', 2.188, '11 C', -0.16, '12 C', -0.16]",1.943,0.0,"software VASP, k-points mesh 7x7x10, Ecut-off=560.000 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, C:PAW_PBE:08Apr2002, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
